Sl.No.,Brand,Name,Reviews Date Added,Reviews do Recommend,Reviews Num Helpful,Reviews Rating,Weight,Reviews Title,Reviews Text
2493,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,Can't live without it!,"If I don't have 3 Carmex in my bag, I don't leave home. 1 pot, 1 stick, 1 tube. I think am addicted :) Truth is am prone to cold sores and need to use it often to safeguard my lips. Wish you had special deals for clients who can't live without it...."
2494,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,Excellent Effective Product,"I've been using this Carmex product for many years, and it still works the same as it always did!! Carmex does a great job keeping my lips moisturized, especially in colder weather. Even when I don't have dry lips, I consistently moisture with Carmex."
2495,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,4,,gross smell,"i bought this and it is really good, but is smells really bad"
2496,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,My go-to for lip care!!,"I have been buying Carmex since I was a teenager. Through the years, many new products have came out. I have tried them all! In the end, I always found myself back to using Carmex!! The ONLY lip product that has worked for me, time and time again!!"
2497,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,Mmmmm...,Love that smell.. works great too! And congrats on the sponsorship of the Lambeau College football game in Sept. What a great honor. I hope to make it! Go WI and Go Bucky!
2498,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,"Long Lasting, Great Taste, Best Results !","I love Carmex Original Lip Balm in a jar. I use it all the time. It works not only on your lips, but also for problem skin areas like ears, hairline, chin, elbows, etc. I love the consistency and the flavor. It lasts a long time and helps to heal any kind of skin. Just wish it came in a larger size than .50 oz. I would love a 2 or 4 oz size !"
2499,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,Excellent lip maintenance!,"I put this stuff on every night before I go to bed. It keeps my lips happy, healthy, and soft-- plus, I like the tingle. I had a boyfriend who hated that I do that because he didn't like anything 'squidgy' on my lips in the event he might want to kiss me. Boyfriend gone. Carmex still on my lips every night-- enough said! Choose your battles."
2500,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,AZ desert no match for my faithful tub of Carmex!,"I've used Carmex ever since I moved to this arid climate and spent a weekend at a friend's house that lived off the beaten path. By Sunday my lips were parched and I was miserable. We went to a local store and I lucked upon a shiny tub of golden lip relief. I keep 6-8 of them in the house, a couple in my truck, and a couple more on my desk."
2501,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,best ever!,"I buy this every time I need something for my lips. Its the best I even buy some for back up, to have some put back just in case. I don't use anything else. I definitely recommend it to my friends and every one. Its good for everything if I have dry cracked lips or chapped lips. Anything its my go to saver! I love it. Nothing else compares!"
2502,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,Terrific results!,"I've been using this product for umpteen years now. My family is prone to getting cold sores (I've been getting them since 1st grade,I'm now 34) i only trust this product as all the other stuff out there is way to expensive and doesn't work.carmex is fantastic and works in a very short time.. i use every product on the line now.i love it!"
2503,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,It worked when nothing else did,"Be it a high end lip balm, round ball ones or anyother that has been on the market for long Carmex by far works the best than any other. I also noticed that it doesnt chap my lips if I stop using the product. I am not addicted to this mild but beautifully scemted charm . Thankyou for pampering me Carmex !"
2504,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,My favorite nighttime product,"I keep the jar next to my bed, it s my favorite thing I have found for my lips. It stays on all night, and I wake up with soft lips. I like the light scent, the way it feels. It works so well. This is also one of the best things in winter time. Nothing else works as well!! It is cheap, bit NOT cheaply made. Budget friendly fantasticness!"
2505,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,This oldie is not only a goodie but a must have!,I love this product. My family has been using this product for years and every time I see a jar it brings back old memories from when I was a child. I love that they have not veered from being their original self and are still a brand my family trust to this day. Great product and you can always count on it to help protect your pucker.
2506,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,Daily Care,"I have been using Carmex for over ten years and I am lost without it. There is two jars in my purse, one in my car and one in my desk drawer at all times. I have not had a cold sore, chapped lips or flaky lips from the sun in these ten years. People talk about their daily exercising, well my daily care includes a dip for my lips (Carmex)."
2507,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,FALSE,,1,,What happened,"Maybe more a question then the review. I have been using original Carmex for years. Recently I bought 2 pots of it and I was shocked, as my beloved salve seem different. Smell texture and feel is rather questionable. This is a lot 14996. Please tell me you have not change the formula!!!"
2508,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,Lifesaver!,"I'm a girl that adores her Chap Stick, though my trusty sidekick did nothing to fight off my extremely chapped lips that I had last week. I bought a jar of Carmex and with only a few applications, my very dry lips were back to normal in 24 hours!! Thank you :)"
2509,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,Healing power!,"I always buy at least 4 jars of Carmex to have on hand, 3 are at home and 1 is in my purse at all times. Winter weather is fast approaching and I have severe dry lips and usually get a cold sore at some point and Carmex softens and protects my lips throughout the winter months. Very reliable and trustworthy to get the protection done."
2510,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,My favorite of all!,I've used this Carmex in the original jar for as long as I can remember. My mom started us on it when we were little and to this day it is still my go to for chapped or dry lips and just a good moisturizer over all and I love the menthol. There is nothing else like it. I have one in my truck and one on my nightstand at all times.
2511,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,When the cold winds blow.........,"As soon as a cold snap occurs, it time to buy jars of Carmex, leave it in bathroom, kitchen and bedroom. This way you have access to it, all the time. The climate gets very dry - and zaps your lips. For me, Carmex is never out of reach - the best product to keep your lips from chapping especially when shoveling in cold winter months."
2512,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,The Lip Helper,I have bought so many of these in the past years..Having a son in the military this was a life saver for when he was in Iraq and Afgahanintan...He was my oldest and then my middle son uses this daily and has started his daughter to use it and my yougest uses this also...and of course I do too....thanks for having such a great product
2513,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,Always Reliable,This original Carmex has been around since I was a child. I remember I used to get painful chapped lips from playing outside during the winter when I was little and my Mom would always use this product to help heal/soothe my lips. It is a product that has stood the test of time and is still available today and for that I am thankful.
2514,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,Best Lip Balm Ever!,I have been using this for years. My lips are always very soft and this is the only lip care item that prevents fever blisters for me. My 9 year old daughter swears by it too. I buy 10 at a time to make sure we always have plenty on hand. I have bought more expensive products and always come back to my CARMEX. I love this stuff!!!
2515,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,Still use after all these years,"I have been using Carmex in the small glass jar (I believe it is plastic now) for many many years!!!! I have always loved the distinctive smell of Carmex and the tingle when I piut it on. The jar may seem tiny, but it lasts for a long time. I have Carmex by my bed and in my purse and I have even tried Carmex lotion and love it too!"
2516,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,Life saver!,How can you go without using the Carmex in the original yellow jar. I use Carmex all day long. A preserver for my lips 365 days a year. Even my Dentist keeps the jar in the drawer for patients to keep moist lips. I drive every other week to Atlanta and the Carmex is always with me. A life saver and preserver for me and my family.
2517,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,28 Year's,I was 17 when I first started to use it. I went to visit my granny and got a really bad cold sore. She got carmex for me and the cold sore was gone in three days. I have been using it ever since and I'm 45 now.
2518,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,0,5,,Happy,Happy
2519,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,Love the Jar,I love the jar becuase I love touching my lips and I love the idea of being able to control the amount of Carmax you want on your finger. The Jar is also most ideal when wanting to share with friends and family as you don't have to worry about their lips touching your stick. Each person gets their own individual amount. The Jar is the best! ALSO if you happen to get a cold sore you don't have to scrape of the top layer on the stick wasting product as to prevent the cold sore from coming back and spreading. Using a jar keeps your lips from wasting product.
2520,Carmex,"Carmex Lip Balm Original Jar - 12 PK, 12.",2017-09-23T02:53:08Z,TRUE,,5,,Thank God for Carmex,"Having cold sores has to be one of the worst and discomforting things ever, when I first tried Carmex, I immediately felt relief. Really it's indescribable how awesome Carmex is. I have used pretty much every other line of Chapstick or any lip reliever in the market l, but none have come close to Carmex. Since I started using Carmex, that's all I use. I keep two in my purse and I keep at home as well. My lips are finally kissable! Thanks to Carmex! Thank you for such an amazing product. God bless you guys for helping so many."
